run_id,factory_name,factory_location,factory_type,date,base_production_capacity,adjusted_production_units,production_impact_factor,active_risks,lead_time_days,simulated_demand_units,shipped_units,inventory_level_units,shortage_units,safety_stock_level
run_015,Foundry_Taiwan_A,Taiwan,Foundry,2020-01-05,14652,14227,1.0,none,29,6975,6975,78681,0,7142
run_015,IDM_USA_B,USA,IDM,2020-01-05,9530,10139,1.0,none,25,8396,8396,42961,0,4121
run_015,OSAT_Malaysia_C,Malaysia,OSAT,2020-01-05,16714,17537,1.0,none,23,8633,8633,84820,0,7591
run_015,Foundry_Germany_D,Germany,Foundry,2020-01-05,8969,8890,1.0,none,28,10595,10595,35416,0,3712
run_015,Foundry_Taiwan_A,Taiwan,Foundry,2020-01-12,14652,13642,1.0,none,29,8065,8065,84258,0,7142
run_015,IDM_USA_B,USA,IDM,2020-01-12,9530,8412,1.0,none,26,10111,10111,41262,0,4121
run_015,OSAT_Malaysia_C,Malaysia,OSAT,2020-01-12,16714,16606,1.0,none,25,5513,5513,95913,0,7591
run_015,Foundry_Germany_D,Germany,Foundry,2020-01-12,8969,8756,1.0,none,28,11267,11267,32905,0,3712
run_015,Foundry_Taiwan_A,Taiwan,Foundry,2020-01-19,14652,10144,0.668,trade_restrictions (Active),52,7290,7290,87112,0,7142
run_015,IDM_USA_B,USA,IDM,2020-01-19,9530,9259,1.0,none,29,7683,7683,42838,0,4121
run_015,OSAT_Malaysia_C,Malaysia,OSAT,2020-01-19,16714,16602,1.0,none,27,6709,6709,105806,0,7591
run_015,Foundry_Germany_D,Germany,Foundry,2020-01-19,8969,8840,1.0,none,29,4096,4096,37649,0,3712
run_015,Foundry_Taiwan_A,Taiwan,Foundry,2020-01-26,14652,9620,0.668,trade_restrictions (Active),52,4642,4642,92090,0,7142
run_015,IDM_USA_B,USA,IDM,2020-01-26,9530,9361,1.0,none,26,9006,9006,43193,0,4121
run_015,OSAT_Malaysia_C,Malaysia,OSAT,2020-01-26,16714,15903,1.0,none,27,8427,8427,113282,0,7591
run_015,Foundry_Germany_D,Germany,Foundry,2020-01-26,8969,8076,1.0,none,28,9937,9937,35788,0,3712
run_015,Foundry_Taiwan_A,Taiwan,Foundry,2020-02-02,14652,10008,0.668,trade_restrictions (Active),48,4995,4995,97103,0,7142
run_015,IDM_USA_B,USA,IDM,2020-02-02,9530,9600,1.0,none,27,8463,8463,44330,0,4121
run_015,OSAT_Malaysia_C,Malaysia,OSAT,2020-02-02,16714,16321,1.0,none,24,7768,7768,121835,0,7591
run_015,Foundry_Germany_D,Germany,Foundry,2020-02-02,8969,8857,1.0,none,30,6616,6616,38029,0,3712
run_015,Foundry_Taiwan_A,Taiwan,Foundry,2020-02-09,14652,10938,0.779,trade_restrictions (Recovery),32,6738,6738,101303,0,7142
run_015,IDM_USA_B,USA,IDM,2020-02-09,9530,9765,1.0,none,30,5205,5205,48890,0,4121
run_015,OSAT_Malaysia_C,Malaysia,OSAT,2020-02-09,16714,15831,1.0,none,24,8343,8343,129323,0,7591
run_015,Foundry_Germany_D,Germany,Foundry,2020-02-09,8969,9336,1.0,logistics_bottleneck (Active),74,5200,5200,42165,0,3712
run_015,Foundry_Taiwan_A,Taiwan,Foundry,2020-02-16,14652,13112,0.889,trade_restrictions (Recovery),27,9586,9586,104829,0,7142
run_015,IDM_USA_B,USA,IDM,2020-02-16,9530,9499,1.0,none,29,7786,7786,50603,0,4121
run_015,OSAT_Malaysia_C,Malaysia,OSAT,2020-02-16,16714,12315,0.705,trade_restrictions (Active),31,9064,9064,132574,0,7591
run_015,Foundry_Germany_D,Germany,Foundry,2020-02-16,8969,8585,1.0,logistics_bottleneck (Active),70,7311,7311,43439,0,3712
run_015,Foundry_Taiwan_A,Taiwan,Foundry,2020-02-23,14652,14633,1.0,trade_restrictions (Recovery),27,12661,12661,106801,0,7142
run_015,IDM_USA_B,USA,IDM,2020-02-23,9530,9599,1.0,none,31,5548,5548,54654,0,4121
run_015,OSAT_Malaysia_C,Malaysia,OSAT,2020-02-23,16714,11837,0.705,trade_restrictions (Active),36,7933,7933,136478,0,7591
run_015,Foundry_Germany_D,Germany,Foundry,2020-02-23,8969,8729,1.0,logistics_bottleneck (Active),70,9816,9816,42352,0,3712
run_015,Foundry_Taiwan_A,Taiwan,Foundry,2020-03-01,14652,14476,1.0,none,30,8952,8952,112325,0,7142
run_015,IDM_USA_B,USA,IDM,2020-03-01,9530,9645,1.0,none,26,4072,4072,60227,0,4121
run_015,OSAT_Malaysia_C,Malaysia,OSAT,2020-03-01,16714,12084,0.705,trade_restrictions (Active),34,6619,6619,141943,0,7591
run_015,Foundry_Germany_D,Germany,Foundry,2020-03-01,8969,3275,0.377,"logistics_bottleneck (Active), pandemic_closure (Active)",71,9207,9207,36420,0,3712
run_015,Foundry_Taiwan_A,Taiwan,Foundry,2020-03-08,14652,13997,1.0,none,29,6479,6479,119843,0,7142
run_015,IDM_USA_B,USA,IDM,2020-03-08,9530,9529,1.0,none,28,8710,8710,61046,0,4121
run_015,OSAT_Malaysia_C,Malaysia,OSAT,2020-03-08,16714,11856,0.705,trade_restrictions (Active),31,8875,8875,144924,0,7591
run_015,Foundry_Germany_D,Germany,Foundry,2020-03-08,8969,2107,0.244,"logistics_bottleneck (Recovery), pandemic_closure (Active), trade_restrictions (Active)",72,5900,5900,32627,0,3712
run_015,Foundry_Taiwan_A,Taiwan,Foundry,2020-03-15,14652,14328,1.0,none,34,8670,8670,125501,0,7142
run_015,IDM_USA_B,USA,IDM,2020-03-15,9530,9419,1.0,none,27,6678,6678,63787,0,4121
run_015,OSAT_Malaysia_C,Malaysia,OSAT,2020-03-15,16714,11991,0.705,trade_restrictions (Active),33,8729,8729,148186,0,7591
run_015,Foundry_Germany_D,Germany,Foundry,2020-03-15,8969,2151,0.244,"pandemic_closure (Active), trade_restrictions (Active)",73,7171,7171,27607,0,3712
run_015,Foundry_Taiwan_A,Taiwan,Foundry,2020-03-22,14652,14962,1.0,none,28,8594,8594,131869,0,7142
run_015,IDM_USA_B,USA,IDM,2020-03-22,9530,10014,1.0,none,28,11605,11605,62196,0,4121
run_015,OSAT_Malaysia_C,Malaysia,OSAT,2020-03-22,16714,11301,0.705,trade_restrictions (Active),37,7593,7593,151894,0,7591
run_015,Foundry_Germany_D,Germany,Foundry,2020-03-22,8969,2188,0.244,"logistics_bottleneck (Active), pandemic_closure (Active), trade_restrictions (Active)",72,7110,7110,22685,0,3712
run_015,Foundry_Taiwan_A,Taiwan,Foundry,2020-03-29,14652,10400,0.705,geopolitical_tension (Active),47,8905,8905,133364,0,7142
run_015,IDM_USA_B,USA,IDM,2020-03-29,9530,10078,1.0,none,26,5313,5313,66961,0,4121
run_015,OSAT_Malaysia_C,Malaysia,OSAT,2020-03-29,16714,11776,0.705,trade_restrictions (Active),37,6882,6882,156788,0,7591
run_015,Foundry_Germany_D,Germany,Foundry,2020-03-29,8969,2982,0.344,"logistics_bottleneck (Active), pandemic_closure (Recovery), trade_restrictions (Active)",56,5225,5225,20442,0,3712
run_015,Foundry_Taiwan_A,Taiwan,Foundry,2020-04-05,14652,10647,0.705,geopolitical_tension (Active),51,6076,6076,137935,0,7142
run_015,IDM_USA_B,USA,IDM,2020-04-05,9530,4757,0.469,cyber_attack (Active),40,9291,9291,62427,0,4121
run_015,OSAT_Malaysia_C,Malaysia,OSAT,2020-04-05,16714,11142,0.705,trade_restrictions (Active),33,8892,8892,159038,0,7591
run_015,Foundry_Germany_D,Germany,Foundry,2020-04-05,8969,1616,0.197,"cyber_attack (Active), logistics_bottleneck (Active), pandemic_closure (Recovery), trade_restrictions (Active)",53,7840,7840,14218,0,3712
run_015,Foundry_Taiwan_A,Taiwan,Foundry,2020-04-12,14652,10225,0.705,geopolitical_tension (Active),51,7852,7852,140308,0,7142
run_015,IDM_USA_B,USA,IDM,2020-04-12,9530,4353,0.469,cyber_attack (Active),41,5969,5969,60811,0,4121
