run_id,factory_name,factory_location,factory_type,date,base_production_capacity,adjusted_production_units,production_impact_factor,active_risks,lead_time_days,simulated_demand_units,shipped_units,inventory_level_units,shortage_units,safety_stock_level
run_014,Foundry_Taiwan_A,Taiwan,Foundry,2020-01-05,10108,6177,0.599,pandemic_closure (Active),75,7469,7469,76324,0,7761
run_014,IDM_USA_B,USA,IDM,2020-01-05,9750,8980,1.0,none,23,6321,6321,60074,0,5741
run_014,OSAT_Malaysia_C,Malaysia,OSAT,2020-01-05,19973,20103,1.0,none,25,7594,7594,79170,0,6666
run_014,Foundry_Germany_D,Germany,Foundry,2020-01-05,8334,8335,1.0,none,28,6792,6792,53822,0,5227
run_014,Foundry_Taiwan_A,Taiwan,Foundry,2020-01-12,10108,6401,0.599,pandemic_closure (Active),78,9108,9108,73617,0,7761
run_014,IDM_USA_B,USA,IDM,2020-01-12,9750,10003,1.0,none,21,5279,5279,64798,0,5741
run_014,OSAT_Malaysia_C,Malaysia,OSAT,2020-01-12,19973,18973,1.0,none,25,5571,5571,92572,0,6666
run_014,Foundry_Germany_D,Germany,Foundry,2020-01-12,8334,8794,1.0,none,30,9162,9162,53454,0,5227
run_014,Foundry_Taiwan_A,Taiwan,Foundry,2020-01-19,10108,6208,0.599,pandemic_closure (Active),77,8334,8334,71491,0,7761
run_014,IDM_USA_B,USA,IDM,2020-01-19,9750,10233,1.0,none,22,8505,8505,66526,0,5741
run_014,OSAT_Malaysia_C,Malaysia,OSAT,2020-01-19,19973,20156,1.0,none,25,8549,8549,104179,0,6666
run_014,Foundry_Germany_D,Germany,Foundry,2020-01-19,8334,8359,1.0,none,28,7955,7955,53858,0,5227
run_014,Foundry_Taiwan_A,Taiwan,Foundry,2020-01-26,10108,6358,0.599,pandemic_closure (Active),77,8195,8195,69654,0,7761
run_014,IDM_USA_B,USA,IDM,2020-01-26,9750,9815,1.0,none,18,8226,8226,68115,0,5741
run_014,OSAT_Malaysia_C,Malaysia,OSAT,2020-01-26,19973,19440,1.0,none,24,6900,6900,116719,0,6666
run_014,Foundry_Germany_D,Germany,Foundry,2020-01-26,8334,282,0.033,natural_disaster (Active),69,6240,6240,47900,0,5227
run_014,Foundry_Taiwan_A,Taiwan,Foundry,2020-02-02,10108,7008,0.699,pandemic_closure (Recovery),27,8241,8241,68421,0,7761
run_014,IDM_USA_B,USA,IDM,2020-02-02,9750,9372,1.0,none,18,5314,5314,72173,0,5741
run_014,OSAT_Malaysia_C,Malaysia,OSAT,2020-02-02,19973,20174,1.0,none,23,6341,6341,130552,0,6666
run_014,Foundry_Germany_D,Germany,Foundry,2020-02-02,8334,1945,0.226,natural_disaster (Recovery),30,7892,7892,41953,0,5227
run_014,Foundry_Taiwan_A,Taiwan,Foundry,2020-02-09,10108,7577,0.799,pandemic_closure (Recovery),25,8570,8570,67428,0,7761
run_014,IDM_USA_B,USA,IDM,2020-02-09,9750,9878,1.0,none,18,5609,5609,76442,0,5741
run_014,OSAT_Malaysia_C,Malaysia,OSAT,2020-02-09,19973,19812,1.0,none,22,4676,4676,145688,0,6666
run_014,Foundry_Germany_D,Germany,Foundry,2020-02-09,8334,3419,0.42,natural_disaster (Recovery),30,8920,8920,36452,0,5227
run_014,Foundry_Taiwan_A,Taiwan,Foundry,2020-02-16,10108,9151,0.9,pandemic_closure (Recovery),30,11208,11208,65371,0,7761
run_014,IDM_USA_B,USA,IDM,2020-02-16,9750,10164,1.0,none,20,6282,6282,80324,0,5741
run_014,OSAT_Malaysia_C,Malaysia,OSAT,2020-02-16,19973,20988,1.0,none,26,4057,4057,162619,0,6666
run_014,Foundry_Germany_D,Germany,Foundry,2020-02-16,8334,5372,0.613,natural_disaster (Recovery),31,10538,10538,31286,0,5227
run_014,Foundry_Taiwan_A,Taiwan,Foundry,2020-02-23,10108,10123,1.0,pandemic_closure (Recovery),26,8439,8439,67055,0,7761
run_014,IDM_USA_B,USA,IDM,2020-02-23,9750,9470,1.0,none,19,7919,7919,81875,0,5741
run_014,OSAT_Malaysia_C,Malaysia,OSAT,2020-02-23,19973,20400,1.0,none,24,7744,7744,175275,0,6666
run_014,Foundry_Germany_D,Germany,Foundry,2020-02-23,8334,6903,0.807,natural_disaster (Recovery),29,8067,8067,30122,0,5227
run_014,Foundry_Taiwan_A,Taiwan,Foundry,2020-03-01,10108,9386,1.0,none,25,9314,9314,67127,0,7761
run_014,IDM_USA_B,USA,IDM,2020-03-01,9750,9638,1.0,none,17,10383,10383,81130,0,5741
run_014,OSAT_Malaysia_C,Malaysia,OSAT,2020-03-01,19973,9308,0.461,pandemic_closure (Active),42,6233,6233,178350,0,6666
run_014,Foundry_Germany_D,Germany,Foundry,2020-03-01,8334,8670,1.0,natural_disaster (Recovery),30,9420,9420,29372,0,5227
run_014,Foundry_Taiwan_A,Taiwan,Foundry,2020-03-08,10108,7181,0.696,"logistics_bottleneck (Active), trade_restrictions (Active)",50,8775,8775,65533,0,7761
run_014,IDM_USA_B,USA,IDM,2020-03-08,9750,9542,1.0,none,22,6100,6100,84572,0,5741
run_014,OSAT_Malaysia_C,Malaysia,OSAT,2020-03-08,19973,8652,0.461,pandemic_closure (Active),42,8834,8834,178168,0,6666
run_014,Foundry_Germany_D,Germany,Foundry,2020-03-08,8334,8502,1.0,none,24,10916,10916,26958,0,5227
run_014,Foundry_Taiwan_A,Taiwan,Foundry,2020-03-15,10108,7354,0.696,"logistics_bottleneck (Active), trade_restrictions (Active)",56,6256,6256,66631,0,7761
run_014,IDM_USA_B,USA,IDM,2020-03-15,9750,9985,1.0,none,19,5495,5495,89062,0,5741
run_014,OSAT_Malaysia_C,Malaysia,OSAT,2020-03-15,19973,9493,0.461,pandemic_closure (Active),40,7213,7213,180448,0,6666
run_014,Foundry_Germany_D,Germany,Foundry,2020-03-15,8334,7940,1.0,none,29,6748,6748,28150,0,5227
run_014,Foundry_Taiwan_A,Taiwan,Foundry,2020-03-22,10108,7201,0.696,"logistics_bottleneck (Active), trade_restrictions (Active)",53,6724,6724,67108,0,7761
run_014,IDM_USA_B,USA,IDM,2020-03-22,9750,9793,1.0,none,18,7778,7778,91077,0,5741
run_014,OSAT_Malaysia_C,Malaysia,OSAT,2020-03-22,19973,8681,0.461,pandemic_closure (Active),41,9802,9802,179327,0,6666
run_014,Foundry_Germany_D,Germany,Foundry,2020-03-22,8334,8644,1.0,none,28,4377,4377,32417,0,5227
run_014,Foundry_Taiwan_A,Taiwan,Foundry,2020-03-29,10108,8217,0.797,"logistics_bottleneck (Active), trade_restrictions (Recovery)",52,9023,9023,66302,0,7761
run_014,IDM_USA_B,USA,IDM,2020-03-29,9750,9386,1.0,none,21,10025,10025,90438,0,5741
run_014,OSAT_Malaysia_C,Malaysia,OSAT,2020-03-29,19973,9334,0.461,pandemic_closure (Active),41,7730,7730,180931,0,6666
run_014,Foundry_Germany_D,Germany,Foundry,2020-03-29,8334,7662,1.0,none,30,6725,6725,33354,0,5227
run_014,Foundry_Taiwan_A,Taiwan,Foundry,2020-04-05,10108,9489,0.899,"logistics_bottleneck (Recovery), trade_restrictions (Recovery)",28,6781,6781,69010,0,7761
run_014,IDM_USA_B,USA,IDM,2020-04-05,9750,9669,1.0,none,19,6505,6505,93602,0,5741
run_014,OSAT_Malaysia_C,Malaysia,OSAT,2020-04-05,19973,9179,0.461,pandemic_closure (Active),45,7116,7116,182994,0,6666
run_014,Foundry_Germany_D,Germany,Foundry,2020-04-05,8334,8898,1.0,none,33,4706,4706,37546,0,5227
run_014,Foundry_Taiwan_A,Taiwan,Foundry,2020-04-12,10108,7194,0.72,"trade_restrictions (Active), trade_restrictions (Recovery)",49,5154,5154,71050,0,7761
run_014,IDM_USA_B,USA,IDM,2020-04-12,9750,10300,1.0,none,16,5946,5946,97956,0,5741
run_014,OSAT_Malaysia_C,Malaysia,OSAT,2020-04-12,19973,9504,0.461,pandemic_closure (Active),44,8363,8363,184135,0,6666
run_014,Foundry_Germany_D,Germany,Foundry,2020-04-12,8334,8732,1.0,none,26,8833,8833,37445,0,5227
run_014,Foundry_Taiwan_A,Taiwan,Foundry,2020-04-19,10108,7843,0.72,trade_restrictions (Active),46,10994,10994,67899,0,7761
run_014,IDM_USA_B,USA,IDM,2020-04-19,9750,4984,0.469,pandemic_closure (Active),52,7762,7762,95178,0,5741
run_014,OSAT_Malaysia_C,Malaysia,OSAT,2020-04-19,19973,9244,0.461,pandemic_closure (Active),42,7876,7876,185503,0,6666
run_014,Foundry_Germany_D,Germany,Foundry,2020-04-19,8334,8774,1.0,none,30,9235,9235,36984,0,5227
run_014,Foundry_Taiwan_A,Taiwan,Foundry,2020-04-26,10108,7392,0.72,trade_restrictions (Active),47,8442,8442,66849,0,7761
run_014,IDM_USA_B,USA,IDM,2020-04-26,9750,4491,0.469,pandemic_closure (Active),51,6181,6181,93488,0,5741
run_014,OSAT_Malaysia_C,Malaysia,OSAT,2020-04-26,19973,12285,0.596,pandemic_closure (Recovery),21,7101,7101,190687,0,6666
