run_id,factory_name,factory_location,factory_type,date,base_production_capacity,adjusted_production_units,production_impact_factor,active_risks,lead_time_days,simulated_demand_units,shipped_units,inventory_level_units,shortage_units,safety_stock_level
run_010,Foundry_Taiwan_A,Taiwan,Foundry,2020-01-05,11751,12273,1.0,none,30,6415,6415,61868,0,5601
run_010,IDM_USA_B,USA,IDM,2020-01-05,8335,8012,1.0,none,27,7342,7342,47566,0,4689
run_010,OSAT_Malaysia_C,Malaysia,OSAT,2020-01-05,16027,16549,1.0,none,22,3952,3952,78051,0,6545
run_010,Foundry_Germany_D,Germany,Foundry,2020-01-05,9452,9294,1.0,none,37,10112,10112,35077,0,3589
run_010,Foundry_Taiwan_A,Taiwan,Foundry,2020-01-12,11751,12058,1.0,none,29,7682,7682,66244,0,5601
run_010,IDM_USA_B,USA,IDM,2020-01-12,8335,8002,1.0,none,29,6513,6513,49055,0,4689
run_010,OSAT_Malaysia_C,Malaysia,OSAT,2020-01-12,16027,14862,1.0,none,22,7123,7123,85790,0,6545
run_010,Foundry_Germany_D,Germany,Foundry,2020-01-12,9452,9716,1.0,none,35,7350,7350,37443,0,3589
run_010,Foundry_Taiwan_A,Taiwan,Foundry,2020-01-19,11751,3349,0.27,"geopolitical_tension (Active), pandemic_closure (Active)",67,7246,7246,62347,0,5601
run_010,IDM_USA_B,USA,IDM,2020-01-19,8335,8896,1.0,none,28,7579,7579,50372,0,4689
run_010,OSAT_Malaysia_C,Malaysia,OSAT,2020-01-19,16027,16567,1.0,none,23,8467,8467,93890,0,6545
run_010,Foundry_Germany_D,Germany,Foundry,2020-01-19,9452,9249,1.0,none,37,7379,7379,39313,0,3589
run_010,Foundry_Taiwan_A,Taiwan,Foundry,2020-01-26,11751,3318,0.27,"geopolitical_tension (Active), pandemic_closure (Active)",62,7208,7208,58457,0,5601
run_010,IDM_USA_B,USA,IDM,2020-01-26,8335,8654,1.0,none,29,9121,9121,49905,0,4689
run_010,OSAT_Malaysia_C,Malaysia,OSAT,2020-01-26,16027,15287,1.0,none,22,7492,7492,101685,0,6545
run_010,Foundry_Germany_D,Germany,Foundry,2020-01-26,9452,9464,1.0,none,40,10199,10199,38578,0,3589
run_010,Foundry_Taiwan_A,Taiwan,Foundry,2020-02-02,11751,3330,0.304,"geopolitical_tension (Recovery), pandemic_closure (Active)",65,9439,9439,52348,0,5601
run_010,IDM_USA_B,USA,IDM,2020-02-02,8335,7961,1.0,none,28,8454,8454,49412,0,4689
run_010,OSAT_Malaysia_C,Malaysia,OSAT,2020-02-02,16027,15002,1.0,none,27,8336,8336,108351,0,6545
run_010,Foundry_Germany_D,Germany,Foundry,2020-02-02,9452,9692,1.0,none,35,7773,7773,40497,0,3589
run_010,Foundry_Taiwan_A,Taiwan,Foundry,2020-02-09,11751,4019,0.338,"geopolitical_tension (Recovery), pandemic_closure (Active)",63,10572,10572,45795,0,5601
run_010,IDM_USA_B,USA,IDM,2020-02-09,8335,7891,1.0,none,31,5611,5611,51692,0,4689
run_010,OSAT_Malaysia_C,Malaysia,OSAT,2020-02-09,16027,15538,1.0,none,24,4420,4420,119469,0,6545
run_010,Foundry_Germany_D,Germany,Foundry,2020-02-09,9452,7329,0.765,geopolitical_tension (Active),49,5297,5297,42529,0,3589
run_010,Foundry_Taiwan_A,Taiwan,Foundry,2020-02-16,11751,4069,0.338,pandemic_closure (Active),61,6754,6754,43110,0,5601
run_010,IDM_USA_B,USA,IDM,2020-02-16,8335,8114,1.0,none,27,4282,4282,55524,0,4689
run_010,OSAT_Malaysia_C,Malaysia,OSAT,2020-02-16,16027,16721,1.0,none,25,8704,8704,127486,0,6545
run_010,Foundry_Germany_D,Germany,Foundry,2020-02-16,9452,7821,0.765,geopolitical_tension (Active),49,8664,8664,41686,0,3589
