run_id,factory_name,factory_location,factory_type,date,base_production_capacity,adjusted_production_units,production_impact_factor,active_risks,lead_time_days,simulated_demand_units,shipped_units,inventory_level_units,shortage_units,safety_stock_level
run_007,Foundry_Taiwan_A,Taiwan,Foundry,2020-01-05,12466,12191,1.0,none,28,10560,10560,67824,0,6619
run_007,IDM_USA_B,USA,IDM,2020-01-05,8574,4669,0.572,natural_disaster (Active),63,7045,7045,39713,0,4208
run_007,OSAT_Malaysia_C,Malaysia,OSAT,2020-01-05,17011,16652,1.0,none,26,7345,7345,93220,0,8391
run_007,Foundry_Germany_D,Germany,Foundry,2020-01-05,8577,8419,1.0,none,38,9093,9093,35992,0,3666
run_007,Foundry_Taiwan_A,Taiwan,Foundry,2020-01-12,12466,12749,1.0,none,27,4961,4961,75612,0,6619
run_007,IDM_USA_B,USA,IDM,2020-01-12,8574,4924,0.572,natural_disaster (Active),65,10838,10838,33799,0,4208
run_007,OSAT_Malaysia_C,Malaysia,OSAT,2020-01-12,17011,17630,1.0,none,24,8648,8648,102202,0,8391
run_007,Foundry_Germany_D,Germany,Foundry,2020-01-12,8577,8134,1.0,none,38,5946,5946,38180,0,3666
run_007,Foundry_Taiwan_A,Taiwan,Foundry,2020-01-19,12466,13331,1.0,none,32,5533,5533,83410,0,6619
run_007,IDM_USA_B,USA,IDM,2020-01-19,8574,5171,0.572,natural_disaster (Active),63,8978,8978,29992,0,4208
run_007,OSAT_Malaysia_C,Malaysia,OSAT,2020-01-19,17011,16076,1.0,none,25,5952,5952,112326,0,8391
run_007,Foundry_Germany_D,Germany,Foundry,2020-01-19,8577,9062,1.0,logistics_bottleneck (Active),57,6822,6822,40420,0,3666
run_007,Foundry_Taiwan_A,Taiwan,Foundry,2020-01-26,12466,12198,1.0,none,27,5399,5399,90209,0,6619
run_007,IDM_USA_B,USA,IDM,2020-01-26,8574,3775,0.469,"natural_disaster (Recovery), trade_restrictions (Active)",35,6611,6611,27156,0,4208
run_007,OSAT_Malaysia_C,Malaysia,OSAT,2020-01-26,17011,17001,1.0,none,25,7925,7925,121402,0,8391
