run_id,factory_name,factory_location,factory_type,date,base_production_capacity,adjusted_production_units,production_impact_factor,active_risks,lead_time_days,simulated_demand_units,shipped_units,inventory_level_units,shortage_units,safety_stock_level
run_003,Foundry_Taiwan_A,Taiwan,Foundry,2020-01-05,11935,11716,1.0,none,29,6353,6353,69989,0,6462
run_003,IDM_USA_B,USA,IDM,2020-01-05,11501,12203,1.0,none,22,7990,7990,48857,0,4464
run_003,OSAT_Malaysia_C,Malaysia,OSAT,2020-01-05,15789,16745,1.0,none,19,5057,5057,74533,0,6284
run_003,Foundry_Germany_D,Germany,Foundry,2020-01-05,10575,10540,1.0,none,35,9165,9165,44304,0,4292
run_003,Foundry_Taiwan_A,Taiwan,Foundry,2020-01-12,11935,8824,0.79,trade_restrictions (Active),51,7275,7275,71538,0,6462
run_003,IDM_USA_B,USA,IDM,2020-01-12,11501,11786,1.0,none,23,6134,6134,54509,0,4464
run_003,OSAT_Malaysia_C,Malaysia,OSAT,2020-01-12,15789,15046,1.0,none,17,7882,7882,81697,0,6284
run_003,Foundry_Germany_D,Germany,Foundry,2020-01-12,10575,10401,1.0,none,35,6012,6012,48693,0,4292
run_003,Foundry_Taiwan_A,Taiwan,Foundry,2020-01-19,11935,9788,0.79,trade_restrictions (Active),52,7696,7696,73630,0,6462
run_003,IDM_USA_B,USA,IDM,2020-01-19,11501,11762,1.0,none,24,7849,7849,58422,0,4464
run_003,OSAT_Malaysia_C,Malaysia,OSAT,2020-01-19,15789,15586,1.0,none,19,5266,5266,92017,0,6284
run_003,Foundry_Germany_D,Germany,Foundry,2020-01-19,10575,10478,1.0,none,34,7636,7636,51535,0,4292
run_003,Foundry_Taiwan_A,Taiwan,Foundry,2020-01-26,11935,9563,0.79,"logistics_bottleneck (Active), trade_restrictions (Active)",70,7605,7605,75588,0,6462
run_003,IDM_USA_B,USA,IDM,2020-01-26,11501,11433,1.0,none,24,4832,4832,65023,0,4464
run_003,OSAT_Malaysia_C,Malaysia,OSAT,2020-01-26,15789,15722,1.0,none,18,6827,6827,100912,0,6284
run_003,Foundry_Germany_D,Germany,Foundry,2020-01-26,10575,10504,1.0,none,33,5600,5600,56439,0,4292
run_003,Foundry_Taiwan_A,Taiwan,Foundry,2020-02-02,11935,9387,0.79,"logistics_bottleneck (Active), trade_restrictions (Active)",68,7036,7036,77939,0,6462
run_003,IDM_USA_B,USA,IDM,2020-02-02,11501,4192,0.377,pandemic_closure (Active),66,4821,4821,64394,0,4464
run_003,OSAT_Malaysia_C,Malaysia,OSAT,2020-02-02,15789,15816,1.0,none,19,5828,5828,110900,0,6284
run_003,Foundry_Germany_D,Germany,Foundry,2020-02-02,10575,9877,1.0,none,36,4868,4868,61448,0,4292
run_003,Foundry_Taiwan_A,Taiwan,Foundry,2020-02-09,11935,9449,0.79,"logistics_bottleneck (Recovery), trade_restrictions (Active)",51,4366,4366,83022,0,6462
run_003,IDM_USA_B,USA,IDM,2020-02-09,11501,4187,0.377,pandemic_closure (Active),66,6888,6888,61693,0,4464
run_003,OSAT_Malaysia_C,Malaysia,OSAT,2020-02-09,15789,1791,0.123,"natural_disaster (Active), pandemic_closure (Active)",46,5937,5937,106754,0,6284
run_003,Foundry_Germany_D,Germany,Foundry,2020-02-09,10575,10793,1.0,none,35,5995,5995,66246,0,4292
run_003,Foundry_Taiwan_A,Taiwan,Foundry,2020-02-16,11935,8870,0.79,trade_restrictions (Active),49,5792,5792,86100,0,6462
run_003,IDM_USA_B,USA,IDM,2020-02-16,11501,4427,0.377,pandemic_closure (Active),65,10082,10082,56038,0,4464
run_003,OSAT_Malaysia_C,Malaysia,OSAT,2020-02-16,15789,1953,0.123,"natural_disaster (Active), pandemic_closure (Active)",49,7774,7774,100933,0,6284
run_003,Foundry_Germany_D,Germany,Foundry,2020-02-16,10575,11104,1.0,none,35,5677,5677,71673,0,4292
run_003,Foundry_Taiwan_A,Taiwan,Foundry,2020-02-23,11935,9154,0.79,trade_restrictions (Active),48,8767,8767,86487,0,6462
run_003,IDM_USA_B,USA,IDM,2020-02-23,11501,4267,0.377,pandemic_closure (Active),62,10513,10513,49792,0,4464
run_003,OSAT_Malaysia_C,Malaysia,OSAT,2020-02-23,15789,2229,0.144,"natural_disaster (Recovery), pandemic_closure (Active)",45,7071,7071,96091,0,6284
run_003,Foundry_Germany_D,Germany,Foundry,2020-02-23,10575,10239,1.0,none,34,8660,8660,73252,0,4292
run_003,Foundry_Taiwan_A,Taiwan,Foundry,2020-03-01,11935,8877,0.79,trade_restrictions (Active),51,6223,6223,89141,0,6462
run_003,IDM_USA_B,USA,IDM,2020-03-01,11501,4446,0.377,pandemic_closure (Active),64,6110,6110,48128,0,4464
run_003,OSAT_Malaysia_C,Malaysia,OSAT,2020-03-01,15789,2855,0.165,"natural_disaster (Recovery), pandemic_closure (Active)",45,5857,5857,93089,0,6284
run_003,Foundry_Germany_D,Germany,Foundry,2020-03-01,10575,10749,1.0,none,37,6188,6188,77813,0,4292
run_003,Foundry_Taiwan_A,Taiwan,Foundry,2020-03-08,11935,8933,0.79,trade_restrictions (Active),48,8800,8800,89274,0,6462
run_003,IDM_USA_B,USA,IDM,2020-03-08,11501,4548,0.377,pandemic_closure (Active),68,4471,4471,48205,0,4464
run_003,OSAT_Malaysia_C,Malaysia,OSAT,2020-03-08,15789,2924,0.185,"natural_disaster (Recovery), pandemic_closure (Active)",44,5838,5838,90175,0,6284
run_003,Foundry_Germany_D,Germany,Foundry,2020-03-08,10575,10487,1.0,none,34,10015,10015,78285,0,4292
run_003,Foundry_Taiwan_A,Taiwan,Foundry,2020-03-15,11935,9992,0.86,trade_restrictions (Recovery),31,11326,11326,87940,0,6462
run_003,IDM_USA_B,USA,IDM,2020-03-15,11501,4412,0.377,pandemic_closure (Active),67,5845,5845,46772,0,4464
run_003,OSAT_Malaysia_C,Malaysia,OSAT,2020-03-15,15789,3324,0.206,"natural_disaster (Recovery), pandemic_closure (Active)",47,7117,7117,86382,0,6284
run_003,Foundry_Germany_D,Germany,Foundry,2020-03-15,10575,10431,1.0,none,36,4809,4809,83907,0,4292
run_003,Foundry_Taiwan_A,Taiwan,Foundry,2020-03-22,11935,10534,0.93,trade_restrictions (Recovery),29,8544,8544,89930,0,6462
run_003,IDM_USA_B,USA,IDM,2020-03-22,11501,4476,0.377,pandemic_closure (Active),68,4516,4516,46732,0,4464
run_003,OSAT_Malaysia_C,Malaysia,OSAT,2020-03-22,15789,3692,0.227,"natural_disaster (Recovery), pandemic_closure (Active)",48,6510,6510,83564,0,6284
run_003,Foundry_Germany_D,Germany,Foundry,2020-03-22,10575,10596,1.0,none,36,6069,6069,88434,0,4292
run_003,Foundry_Taiwan_A,Taiwan,Foundry,2020-03-29,11935,12088,1.0,trade_restrictions (Recovery),32,11714,11714,90304,0,6462
run_003,IDM_USA_B,USA,IDM,2020-03-29,11501,4659,0.377,pandemic_closure (Active),68,8642,8642,42749,0,4464
run_003,OSAT_Malaysia_C,Malaysia,OSAT,2020-03-29,15789,1472,0.101,"natural_disaster (Active), pandemic_closure (Active)",50,5801,5801,79235,0,6284
run_003,Foundry_Germany_D,Germany,Foundry,2020-03-29,10575,3061,0.282,"logistics_bottleneck (Active), pandemic_closure (Active)",84,8636,8636,82859,0,4292
run_003,Foundry_Taiwan_A,Taiwan,Foundry,2020-04-05,11935,11584,1.0,logistics_bottleneck (Active),76,5509,5509,96379,0,6462
run_003,IDM_USA_B,USA,IDM,2020-04-05,11501,6034,0.533,pandemic_closure (Recovery),23,10775,10775,38008,0,4464
run_003,OSAT_Malaysia_C,Malaysia,OSAT,2020-04-05,15789,1634,0.101,"natural_disaster (Active), pandemic_closure (Active)",53,6995,6995,73874,0,6284
run_003,Foundry_Germany_D,Germany,Foundry,2020-04-05,10575,3048,0.282,"logistics_bottleneck (Active), pandemic_closure (Active)",86,7672,7672,78235,0,4292
run_003,Foundry_Taiwan_A,Taiwan,Foundry,2020-04-12,11935,11716,1.0,logistics_bottleneck (Active),70,8353,8353,99742,0,6462
run_003,IDM_USA_B,USA,IDM,2020-04-12,11501,7941,0.689,pandemic_closure (Recovery),28,8884,8884,37065,0,4464
run_003,OSAT_Malaysia_C,Malaysia,OSAT,2020-04-12,15789,2778,0.187,"natural_disaster (Active), pandemic_closure (Recovery)",52,7760,7760,68892,0,6284
run_003,Foundry_Germany_D,Germany,Foundry,2020-04-12,10575,2881,0.282,"logistics_bottleneck (Active), pandemic_closure (Active)",86,9929,9929,71187,0,4292
run_003,Foundry_Taiwan_A,Taiwan,Foundry,2020-04-19,11935,11462,1.0,logistics_bottleneck (Recovery),31,7983,7983,103221,0,6462
run_003,IDM_USA_B,USA,IDM,2020-04-19,11501,9416,0.844,pandemic_closure (Recovery),22,9140,9140,37341,0,4464
