run_id,factory_name,factory_location,factory_type,date,base_production_capacity,adjusted_production_units,production_impact_factor,active_risks,lead_time_days,simulated_demand_units,shipped_units,inventory_level_units,shortage_units,safety_stock_level
run_041,Foundry_Taiwan_A,Taiwan,Foundry,2020-01-05,13712,14475,1.0,none,34,9201,9201,56072,0,5079
run_041,IDM_USA_B,USA,IDM,2020-01-05,8405,8606,1.0,none,25,9294,9294,54600,0,5528
run_041,OSAT_Malaysia_C,Malaysia,OSAT,2020-01-05,16619,17279,1.0,none,25,8459,8459,79543,0,7072
run_041,Foundry_Germany_D,Germany,Foundry,2020-01-05,10186,10655,1.0,none,33,8687,8687,48148,0,4618
run_041,Foundry_Taiwan_A,Taiwan,Foundry,2020-01-12,13712,12983,1.0,none,37,9266,9266,59789,0,5079
run_041,IDM_USA_B,USA,IDM,2020-01-12,8405,8081,1.0,none,25,6822,6822,55859,0,5528
run_041,OSAT_Malaysia_C,Malaysia,OSAT,2020-01-12,16619,15647,1.0,none,25,8264,8264,86926,0,7072
run_041,Foundry_Germany_D,Germany,Foundry,2020-01-12,10186,10106,1.0,none,37,7973,7973,50281,0,4618
run_041,Foundry_Taiwan_A,Taiwan,Foundry,2020-01-19,13712,13138,1.0,none,35,4390,4390,68537,0,5079
run_041,IDM_USA_B,USA,IDM,2020-01-19,8405,6398,0.782,geopolitical_tension (Active),36,7993,7993,54264,0,5528
run_041,OSAT_Malaysia_C,Malaysia,OSAT,2020-01-19,16619,16115,1.0,none,26,7104,7104,95937,0,7072
run_041,Foundry_Germany_D,Germany,Foundry,2020-01-19,10186,10129,1.0,none,33,6141,6141,54269,0,4618
run_041,Foundry_Taiwan_A,Taiwan,Foundry,2020-01-26,13712,14192,1.0,none,35,8746,8746,73983,0,5079
run_041,IDM_USA_B,USA,IDM,2020-01-26,8405,6233,0.782,geopolitical_tension (Active),37,7870,7870,52627,0,5528
run_041,OSAT_Malaysia_C,Malaysia,OSAT,2020-01-26,16619,16583,1.0,none,26,7237,7237,105283,0,7072
run_041,Foundry_Germany_D,Germany,Foundry,2020-01-26,10186,10390,1.0,none,37,7690,7690,56969,0,4618
run_041,Foundry_Taiwan_A,Taiwan,Foundry,2020-02-02,13712,8685,0.637,trade_restrictions (Active),61,11189,11189,71479,0,5079
run_041,IDM_USA_B,USA,IDM,2020-02-02,8405,7354,0.891,geopolitical_tension (Recovery),27,4503,4503,55478,0,5528
run_041,OSAT_Malaysia_C,Malaysia,OSAT,2020-02-02,16619,11692,0.703,trade_restrictions (Active),45,7395,7395,109580,0,7072
run_041,Foundry_Germany_D,Germany,Foundry,2020-02-02,10186,10674,1.0,none,38,9200,9200,58443,0,4618
run_041,Foundry_Taiwan_A,Taiwan,Foundry,2020-02-09,13712,8450,0.637,trade_restrictions (Active),61,5039,5039,74890,0,5079
run_041,IDM_USA_B,USA,IDM,2020-02-09,8405,9021,1.0,geopolitical_tension (Recovery),27,8905,8905,55594,0,5528
run_041,OSAT_Malaysia_C,Malaysia,OSAT,2020-02-09,16619,12165,0.703,"logistics_bottleneck (Active), trade_restrictions (Active)",53,9938,9938,111807,0,7072
run_041,Foundry_Germany_D,Germany,Foundry,2020-02-09,10186,10474,1.0,none,39,6661,6661,62256,0,4618
run_041,Foundry_Taiwan_A,Taiwan,Foundry,2020-02-16,13712,8878,0.637,trade_restrictions (Active),59,11070,11070,72698,0,5079
run_041,IDM_USA_B,USA,IDM,2020-02-16,8405,7765,1.0,none,27,11100,11100,52259,0,5528
run_041,OSAT_Malaysia_C,Malaysia,OSAT,2020-02-16,16619,12232,0.703,"logistics_bottleneck (Recovery), trade_restrictions (Active)",47,6477,6477,117562,0,7072
run_041,Foundry_Germany_D,Germany,Foundry,2020-02-16,10186,10149,1.0,none,37,7074,7074,65331,0,4618
run_041,Foundry_Taiwan_A,Taiwan,Foundry,2020-02-23,13712,1093,0.083,"natural_disaster (Active), trade_restrictions (Active)",90,9905,9905,63886,0,5079
run_041,IDM_USA_B,USA,IDM,2020-02-23,8405,8687,1.0,none,27,8653,8653,52293,0,5528
run_041,OSAT_Malaysia_C,Malaysia,OSAT,2020-02-23,16619,11600,0.703,trade_restrictions (Active),47,6865,6865,122297,0,7072
run_041,Foundry_Germany_D,Germany,Foundry,2020-02-23,10186,10194,1.0,none,37,7703,7703,67822,0,4618
run_041,Foundry_Taiwan_A,Taiwan,Foundry,2020-03-01,13712,3221,0.23,"natural_disaster (Recovery), trade_restrictions (Recovery)",36,7370,7370,59737,0,5079
run_041,IDM_USA_B,USA,IDM,2020-03-01,8405,8193,1.0,none,25,5662,5662,54824,0,5528
run_041,OSAT_Malaysia_C,Malaysia,OSAT,2020-03-01,16619,11895,0.703,trade_restrictions (Active),47,9642,9642,124550,0,7072
run_041,Foundry_Germany_D,Germany,Foundry,2020-03-01,10186,9814,1.0,none,36,9999,9999,67637,0,4618
run_041,Foundry_Taiwan_A,Taiwan,Foundry,2020-03-08,13712,5719,0.42,"natural_disaster (Recovery), trade_restrictions (Recovery)",34,8640,8640,56816,0,5079
run_041,IDM_USA_B,USA,IDM,2020-03-08,8405,8135,1.0,none,27,6861,6861,56098,0,5528
run_041,OSAT_Malaysia_C,Malaysia,OSAT,2020-03-08,16619,12279,0.703,trade_restrictions (Active),45,7457,7457,129372,0,7072
run_041,Foundry_Germany_D,Germany,Foundry,2020-03-08,10186,10324,1.0,none,33,11675,11675,66286,0,4618
run_041,Foundry_Taiwan_A,Taiwan,Foundry,2020-03-15,13712,8266,0.652,"natural_disaster (Recovery), trade_restrictions (Recovery)",37,8543,8543,56539,0,5079
run_041,IDM_USA_B,USA,IDM,2020-03-15,8405,8885,1.0,none,25,4987,4987,59996,0,5528
run_041,OSAT_Malaysia_C,Malaysia,OSAT,2020-03-15,16619,12388,0.802,trade_restrictions (Recovery),22,6296,6296,135464,0,7072
run_041,Foundry_Germany_D,Germany,Foundry,2020-03-15,10186,9735,1.0,none,35,6037,6037,69984,0,4618
run_041,Foundry_Taiwan_A,Taiwan,Foundry,2020-03-22,13712,11021,0.826,natural_disaster (Recovery),32,3045,3045,64515,0,5079
run_041,IDM_USA_B,USA,IDM,2020-03-22,8405,8660,1.0,none,24,6182,6182,62474,0,5528
run_041,OSAT_Malaysia_C,Malaysia,OSAT,2020-03-22,16619,14325,0.901,trade_restrictions (Recovery),21,8523,8523,141266,0,7072
run_041,Foundry_Germany_D,Germany,Foundry,2020-03-22,10186,10373,1.0,none,35,7591,7591,72766,0,4618
run_041,Foundry_Taiwan_A,Taiwan,Foundry,2020-03-29,13712,13093,1.0,natural_disaster (Recovery),33,10506,10506,67102,0,5079
run_041,IDM_USA_B,USA,IDM,2020-03-29,8405,7930,1.0,none,25,7247,7247,63157,0,5528
run_041,OSAT_Malaysia_C,Malaysia,OSAT,2020-03-29,16619,17162,1.0,trade_restrictions (Recovery),24,7215,7215,151213,0,7072
run_041,Foundry_Germany_D,Germany,Foundry,2020-03-29,10186,10592,1.0,none,39,7212,7212,76146,0,4618
run_041,Foundry_Taiwan_A,Taiwan,Foundry,2020-04-05,13712,12868,1.0,none,34,6192,6192,73778,0,5079
run_041,IDM_USA_B,USA,IDM,2020-04-05,8405,8461,1.0,none,26,6236,6236,65382,0,5528
run_041,OSAT_Malaysia_C,Malaysia,OSAT,2020-04-05,16619,17406,1.0,none,25,4717,4717,163902,0,7072
run_041,Foundry_Germany_D,Germany,Foundry,2020-04-05,10186,9370,1.0,none,37,6119,6119,79397,0,4618
run_041,Foundry_Taiwan_A,Taiwan,Foundry,2020-04-12,13712,13969,1.0,none,32,7888,7888,79859,0,5079
run_041,IDM_USA_B,USA,IDM,2020-04-12,8405,8510,1.0,none,26,9662,9662,64230,0,5528
run_041,OSAT_Malaysia_C,Malaysia,OSAT,2020-04-12,16619,17001,1.0,none,25,11244,11244,169659,0,7072
run_041,Foundry_Germany_D,Germany,Foundry,2020-04-12,10186,10522,1.0,none,36,6931,6931,82988,0,4618
