run_id,factory_name,factory_location,factory_type,date,base_production_capacity,adjusted_production_units,production_impact_factor,active_risks,lead_time_days,simulated_demand_units,shipped_units,inventory_level_units,shortage_units,safety_stock_level
run_028,Foundry_Taiwan_A,Taiwan,Foundry,2020-01-05,11973,12810,1.0,none,35,7142,7142,63153,0,5748
run_028,IDM_USA_B,USA,IDM,2020-01-05,8611,9316,1.0,none,26,6061,6061,53339,0,5008
run_028,OSAT_Malaysia_C,Malaysia,OSAT,2020-01-05,19554,19821,1.0,none,25,8714,8714,96060,0,8495
run_028,Foundry_Germany_D,Germany,Foundry,2020-01-05,8993,9120,1.0,none,33,5986,5986,55266,0,5213
run_028,Foundry_Taiwan_A,Taiwan,Foundry,2020-01-12,11973,11949,1.0,none,35,9118,9118,65984,0,5748
run_028,IDM_USA_B,USA,IDM,2020-01-12,8611,8490,1.0,none,21,5908,5908,55921,0,5008
run_028,OSAT_Malaysia_C,Malaysia,OSAT,2020-01-12,19554,19447,1.0,none,27,10485,10485,105022,0,8495
run_028,Foundry_Germany_D,Germany,Foundry,2020-01-12,8993,8551,1.0,none,30,4850,4850,58967,0,5213
run_028,Foundry_Taiwan_A,Taiwan,Foundry,2020-01-19,11973,11601,1.0,none,34,8181,8181,69404,0,5748
run_028,IDM_USA_B,USA,IDM,2020-01-19,8611,9071,1.0,none,19,5611,5611,59381,0,5008
run_028,OSAT_Malaysia_C,Malaysia,OSAT,2020-01-19,19554,19995,1.0,none,27,4584,4584,120433,0,8495
run_028,Foundry_Germany_D,Germany,Foundry,2020-01-19,8993,8332,1.0,none,29,6106,6106,61193,0,5213
run_028,Foundry_Taiwan_A,Taiwan,Foundry,2020-01-26,11973,12289,1.0,none,35,6409,6409,75284,0,5748
run_028,IDM_USA_B,USA,IDM,2020-01-26,8611,8183,1.0,none,19,7621,7621,59943,0,5008
run_028,OSAT_Malaysia_C,Malaysia,OSAT,2020-01-26,19554,18427,1.0,none,24,6978,6978,131882,0,8495
run_028,Foundry_Germany_D,Germany,Foundry,2020-01-26,8993,8880,1.0,none,33,9723,9723,60350,0,5213
run_028,Foundry_Taiwan_A,Taiwan,Foundry,2020-02-02,11973,12094,1.0,none,32,8430,8430,78948,0,5748
run_028,IDM_USA_B,USA,IDM,2020-02-02,8611,8664,1.0,none,22,5805,5805,62802,0,5008
run_028,OSAT_Malaysia_C,Malaysia,OSAT,2020-02-02,19554,20278,1.0,none,28,5077,5077,147083,0,8495
run_028,Foundry_Germany_D,Germany,Foundry,2020-02-02,8993,7831,0.861,geopolitical_tension (Active),33,8578,8578,59603,0,5213
run_028,Foundry_Taiwan_A,Taiwan,Foundry,2020-02-09,11973,11501,1.0,none,35,9033,9033,81416,0,5748
run_028,IDM_USA_B,USA,IDM,2020-02-09,8611,8622,1.0,logistics_bottleneck (Active),49,7777,7777,63647,0,5008
run_028,OSAT_Malaysia_C,Malaysia,OSAT,2020-02-09,19554,20038,1.0,none,24,7535,7535,159586,0,8495
run_028,Foundry_Germany_D,Germany,Foundry,2020-02-09,8993,1138,0.125,"geopolitical_tension (Active), natural_disaster (Active)",43,9470,9470,51271,0,5213
run_028,Foundry_Taiwan_A,Taiwan,Foundry,2020-02-16,11973,12906,1.0,none,38,5680,5680,88642,0,5748
run_028,IDM_USA_B,USA,IDM,2020-02-16,8611,8204,1.0,logistics_bottleneck (Active),49,7170,7170,64681,0,5008
run_028,OSAT_Malaysia_C,Malaysia,OSAT,2020-02-16,19554,19559,1.0,none,24,7519,7519,171626,0,8495
run_028,Foundry_Germany_D,Germany,Foundry,2020-02-16,8993,1172,0.135,"geopolitical_tension (Recovery), natural_disaster (Active)",42,6191,6191,46252,0,5213
run_028,Foundry_Taiwan_A,Taiwan,Foundry,2020-02-23,11973,12407,1.0,none,29,13051,13051,87998,0,5748
run_028,IDM_USA_B,USA,IDM,2020-02-23,8611,892,0.106,"cyber_attack (Active), logistics_bottleneck (Active)",50,6923,6923,58650,0,5008
run_028,OSAT_Malaysia_C,Malaysia,OSAT,2020-02-23,19554,18428,1.0,none,23,8895,8895,181159,0,8495
run_028,Foundry_Germany_D,Germany,Foundry,2020-02-23,8993,1297,0.145,"geopolitical_tension (Recovery), natural_disaster (Active)",43,6666,6666,40883,0,5213
run_028,Foundry_Taiwan_A,Taiwan,Foundry,2020-03-01,11973,11845,1.0,none,32,8362,8362,91481,0,5748
run_028,IDM_USA_B,USA,IDM,2020-03-01,8611,988,0.106,"cyber_attack (Active), logistics_bottleneck (Active)",50,6771,6771,52867,0,5008
run_028,OSAT_Malaysia_C,Malaysia,OSAT,2020-03-01,19554,19473,1.0,none,21,5248,5248,195384,0,8495
run_028,Foundry_Germany_D,Germany,Foundry,2020-03-01,8993,479,0.055,"natural_disaster (Active), pandemic_closure (Active)",84,5920,5920,35442,0,5213
run_028,Foundry_Taiwan_A,Taiwan,Foundry,2020-03-08,11973,11627,1.0,none,35,9463,9463,93645,0,5748
run_028,IDM_USA_B,USA,IDM,2020-03-08,8611,4719,0.553,"cyber_attack (Recovery), logistics_bottleneck (Recovery)",23,7439,7439,50147,0,5008
run_028,OSAT_Malaysia_C,Malaysia,OSAT,2020-03-08,19554,15463,0.782,geopolitical_tension (Active),39,7323,7323,203524,0,8495
run_028,Foundry_Germany_D,Germany,Foundry,2020-03-08,8993,443,0.055,"natural_disaster (Active), pandemic_closure (Active)",77,7506,7506,28379,0,5213
run_028,Foundry_Taiwan_A,Taiwan,Foundry,2020-03-15,11973,12360,1.0,none,36,9090,9090,96915,0,5748
run_028,IDM_USA_B,USA,IDM,2020-03-15,8611,8572,1.0,cyber_attack (Recovery),19,11310,11310,47409,0,5008
run_028,OSAT_Malaysia_C,Malaysia,OSAT,2020-03-15,19554,15290,0.782,geopolitical_tension (Active),38,6022,6022,212792,0,8495
run_028,Foundry_Germany_D,Germany,Foundry,2020-03-15,8993,1112,0.12,"natural_disaster (Recovery), pandemic_closure (Active)",79,5025,5025,24466,0,5213
run_028,Foundry_Taiwan_A,Taiwan,Foundry,2020-03-22,11973,12482,1.0,none,34,8313,8313,101084,0,5748
