run_id,factory_name,factory_location,factory_type,date,base_production_capacity,adjusted_production_units,production_impact_factor,active_risks,lead_time_days,simulated_demand_units,shipped_units,inventory_level_units,shortage_units,safety_stock_level
run_004,Foundry_Taiwan_A,Taiwan,Foundry,2020-01-05,13119,13446,1.0,none,33,6532,6532,65090,0,5817
run_004,IDM_USA_B,USA,IDM,2020-01-05,11679,8720,0.761,geopolitical_tension (Active),32,7952,7952,60496,0,5972
run_004,OSAT_Malaysia_C,Malaysia,OSAT,2020-01-05,15887,15512,1.0,none,20,4538,4538,90799,0,7982
run_004,Foundry_Germany_D,Germany,Foundry,2020-01-05,8172,7873,1.0,none,28,8198,8198,49100,0,4942
run_004,Foundry_Taiwan_A,Taiwan,Foundry,2020-01-12,13119,13227,1.0,none,33,9895,9895,68422,0,5817
run_004,IDM_USA_B,USA,IDM,2020-01-12,11679,8435,0.761,geopolitical_tension (Active),37,6529,6529,62402,0,5972
run_004,OSAT_Malaysia_C,Malaysia,OSAT,2020-01-12,15887,16712,1.0,none,19,5494,5494,102017,0,7982
run_004,Foundry_Germany_D,Germany,Foundry,2020-01-12,8172,8095,1.0,none,29,9375,9375,47820,0,4942
run_004,Foundry_Taiwan_A,Taiwan,Foundry,2020-01-19,13119,12888,1.0,none,32,9543,9543,71767,0,5817
run_004,IDM_USA_B,USA,IDM,2020-01-19,11679,9166,0.761,geopolitical_tension (Active),36,6106,6106,65462,0,5972
run_004,OSAT_Malaysia_C,Malaysia,OSAT,2020-01-19,15887,15724,1.0,none,16,10051,10051,107690,0,7982
run_004,Foundry_Germany_D,Germany,Foundry,2020-01-19,8172,8392,1.0,none,26,5692,5692,50520,0,4942
run_004,Foundry_Taiwan_A,Taiwan,Foundry,2020-01-26,13119,11950,1.0,none,30,6239,6239,77478,0,5817
run_004,IDM_USA_B,USA,IDM,2020-01-26,11679,8669,0.761,geopolitical_tension (Active),32,6878,6878,67253,0,5972
run_004,OSAT_Malaysia_C,Malaysia,OSAT,2020-01-26,15887,15894,1.0,logistics_bottleneck (Active),27,11566,11566,112018,0,7982
run_004,Foundry_Germany_D,Germany,Foundry,2020-01-26,8172,2560,0.309,pandemic_closure (Active),78,4863,4863,48217,0,4942
run_004,Foundry_Taiwan_A,Taiwan,Foundry,2020-02-02,13119,12925,1.0,none,33,9129,9129,81274,0,5817
run_004,IDM_USA_B,USA,IDM,2020-02-02,11679,8728,0.761,geopolitical_tension (Active),38,8450,8450,67531,0,5972
run_004,OSAT_Malaysia_C,Malaysia,OSAT,2020-02-02,15887,15289,1.0,logistics_bottleneck (Active),31,6290,6290,121017,0,7982
run_004,Foundry_Germany_D,Germany,Foundry,2020-02-02,8172,2586,0.309,pandemic_closure (Active),75,8246,8246,42557,0,4942
run_004,Foundry_Taiwan_A,Taiwan,Foundry,2020-02-09,13119,12332,1.0,none,34,6555,6555,87051,0,5817
run_004,IDM_USA_B,USA,IDM,2020-02-09,11679,9193,0.761,geopolitical_tension (Active),34,8496,8496,68228,0,5972
run_004,OSAT_Malaysia_C,Malaysia,OSAT,2020-02-09,15887,15390,1.0,logistics_bottleneck (Active),29,6578,6578,129829,0,7982
run_004,Foundry_Germany_D,Germany,Foundry,2020-02-09,8172,2473,0.309,pandemic_closure (Active),75,5901,5901,39129,0,4942
run_004,Foundry_Taiwan_A,Taiwan,Foundry,2020-02-16,13119,12013,1.0,none,33,7518,7518,91546,0,5817
run_004,IDM_USA_B,USA,IDM,2020-02-16,11679,10743,0.881,geopolitical_tension (Recovery),20,5379,5379,73592,0,5972
run_004,OSAT_Malaysia_C,Malaysia,OSAT,2020-02-16,15887,17099,1.0,logistics_bottleneck (Active),31,7184,7184,139744,0,7982
run_004,Foundry_Germany_D,Germany,Foundry,2020-02-16,8172,2614,0.309,pandemic_closure (Active),76,7251,7251,34492,0,4942
run_004,Foundry_Taiwan_A,Taiwan,Foundry,2020-02-23,13119,12509,1.0,none,29,8734,8734,95321,0,5817
run_004,IDM_USA_B,USA,IDM,2020-02-23,11679,11458,1.0,geopolitical_tension (Recovery),20,6180,6180,78870,0,5972
run_004,OSAT_Malaysia_C,Malaysia,OSAT,2020-02-23,15887,16300,1.0,logistics_bottleneck (Recovery),17,5347,5347,150697,0,7982
run_004,Foundry_Germany_D,Germany,Foundry,2020-02-23,8172,2295,0.309,pandemic_closure (Active),76,9088,9088,27699,0,4942
run_004,Foundry_Taiwan_A,Taiwan,Foundry,2020-03-01,13119,13020,1.0,none,33,6836,6836,101505,0,5817
run_004,IDM_USA_B,USA,IDM,2020-03-01,11679,12761,1.0,none,22,4359,4359,87272,0,5972
run_004,OSAT_Malaysia_C,Malaysia,OSAT,2020-03-01,15887,15702,1.0,none,21,8286,8286,158113,0,7982
run_004,Foundry_Germany_D,Germany,Foundry,2020-03-01,8172,2562,0.309,pandemic_closure (Active),76,10518,10518,19743,0,4942
run_004,Foundry_Taiwan_A,Taiwan,Foundry,2020-03-08,13119,12864,1.0,none,34,6865,6865,107504,0,5817
run_004,IDM_USA_B,USA,IDM,2020-03-08,11679,9298,0.816,geopolitical_tension (Active),33,9533,9533,87037,0,5972
run_004,OSAT_Malaysia_C,Malaysia,OSAT,2020-03-08,15887,15759,1.0,none,19,5551,5551,168321,0,7982
run_004,Foundry_Germany_D,Germany,Foundry,2020-03-08,8172,2446,0.309,pandemic_closure (Active),74,7719,7719,14470,0,4942
run_004,Foundry_Taiwan_A,Taiwan,Foundry,2020-03-15,13119,13487,1.0,none,34,5095,5095,115896,0,5817
run_004,IDM_USA_B,USA,IDM,2020-03-15,11679,9737,0.816,"geopolitical_tension (Active), logistics_bottleneck (Active)",35,8480,8480,88294,0,5972
run_004,OSAT_Malaysia_C,Malaysia,OSAT,2020-03-15,15887,16706,1.0,none,19,10270,10270,174757,0,7982
run_004,Foundry_Germany_D,Germany,Foundry,2020-03-15,8172,2395,0.309,pandemic_closure (Active),72,6149,6149,10716,0,4942
run_004,Foundry_Taiwan_A,Taiwan,Foundry,2020-03-22,13119,13502,1.0,none,30,7108,7108,122290,0,5817
run_004,IDM_USA_B,USA,IDM,2020-03-22,11679,8977,0.816,"geopolitical_tension (Active), logistics_bottleneck (Active)",37,7677,7677,89594,0,5972
run_004,OSAT_Malaysia_C,Malaysia,OSAT,2020-03-22,15887,16166,1.0,none,18,7818,7818,183105,0,7982
run_004,Foundry_Germany_D,Germany,Foundry,2020-03-22,8172,3802,0.482,pandemic_closure (Recovery),25,6804,6804,7714,0,4942
run_004,Foundry_Taiwan_A,Taiwan,Foundry,2020-03-29,13119,5715,0.42,"geopolitical_tension (Active), natural_disaster (Active)",90,4940,4940,123065,0,5817
run_004,IDM_USA_B,USA,IDM,2020-03-29,11679,10748,0.908,"geopolitical_tension (Recovery), logistics_bottleneck (Active)",37,6417,6417,93925,0,5972
run_004,OSAT_Malaysia_C,Malaysia,OSAT,2020-03-29,15887,16743,1.0,none,17,6133,6133,193715,0,7982
run_004,Foundry_Germany_D,Germany,Foundry,2020-03-29,8172,3899,0.461,"pandemic_closure (Recovery), trade_restrictions (Active)",50,10015,10015,1598,0,4942
run_004,Foundry_Taiwan_A,Taiwan,Foundry,2020-04-05,13119,5719,0.42,"geopolitical_tension (Active), natural_disaster (Active)",90,5517,5517,123267,0,5817
run_004,IDM_USA_B,USA,IDM,2020-04-05,11679,10253,0.883,"geopolitical_tension (Active), geopolitical_tension (Recovery), logistics_bottleneck (Active)",32,10076,10076,94102,0,5972
run_004,OSAT_Malaysia_C,Malaysia,OSAT,2020-04-05,15887,16437,1.0,none,20,6855,6855,203297,0,7982
run_004,Foundry_Germany_D,Germany,Foundry,2020-04-05,8172,4826,0.582,"pandemic_closure (Recovery), trade_restrictions (Active)",46,5763,5763,661,0,4942
run_004,Foundry_Taiwan_A,Taiwan,Foundry,2020-04-12,13119,6540,0.488,"geopolitical_tension (Recovery), natural_disaster (Active)",90,5036,5036,124771,0,5817
run_004,IDM_USA_B,USA,IDM,2020-04-12,11679,10082,0.883,"geopolitical_tension (Active), logistics_bottleneck (Recovery)",29,5577,5577,98607,0,5972
run_004,OSAT_Malaysia_C,Malaysia,OSAT,2020-04-12,15887,16315,1.0,none,19,4552,4552,215060,0,7982
run_004,Foundry_Germany_D,Germany,Foundry,2020-04-12,8172,5798,0.704,"pandemic_closure (Recovery), trade_restrictions (Active)",49,9935,6459,0,3476,4942
run_004,Foundry_Taiwan_A,Taiwan,Foundry,2020-04-19,13119,8460,0.646,"geopolitical_tension (Recovery), natural_disaster (Recovery)",30,11176,11176,122055,0,5817
run_004,IDM_USA_B,USA,IDM,2020-04-19,11679,11279,0.942,geopolitical_tension (Recovery),20,9956,9956,99930,0,5972
run_004,OSAT_Malaysia_C,Malaysia,OSAT,2020-04-19,15887,15537,1.0,none,19,6825,6825,223772,0,7982
run_004,Foundry_Germany_D,Germany,Foundry,2020-04-19,8172,5705,0.704,trade_restrictions (Active),50,5416,5416,289,0,4942
run_004,Foundry_Taiwan_A,Taiwan,Foundry,2020-04-26,13119,9310,0.734,natural_disaster (Recovery),31,8445,8445,122920,0,5817
run_004,IDM_USA_B,USA,IDM,2020-04-26,11679,11705,1.0,geopolitical_tension (Recovery),21,6281,6281,105354,0,5972
run_004,OSAT_Malaysia_C,Malaysia,OSAT,2020-04-26,15887,16252,1.0,none,20,9688,9688,230336,0,7982
run_004,Foundry_Germany_D,Germany,Foundry,2020-04-26,8172,5537,0.704,trade_restrictions (Active),49,7453,5826,0,1627,4942
run_004,Foundry_Taiwan_A,Taiwan,Foundry,2020-05-03,13119,11303,0.823,natural_disaster (Recovery),33,7183,7183,127040,0,5817
run_004,IDM_USA_B,USA,IDM,2020-05-03,11679,11506,1.0,none,19,5550,5550,111310,0,5972
