run_id,factory_name,factory_location,factory_type,date,base_production_capacity,adjusted_production_units,production_impact_factor,active_risks,lead_time_days,simulated_demand_units,shipped_units,inventory_level_units,shortage_units,safety_stock_level
run_035,Foundry_Taiwan_A,Taiwan,Foundry,2020-01-05,10395,10908,1.0,none,31,8302,8302,80217,0,7761
run_035,IDM_USA_B,USA,IDM,2020-01-05,8397,8558,1.0,none,25,9104,9104,43823,0,4436
run_035,OSAT_Malaysia_C,Malaysia,OSAT,2020-01-05,15216,14505,1.0,none,27,4170,4170,99601,0,8926
run_035,Foundry_Germany_D,Germany,Foundry,2020-01-05,8997,8871,1.0,none,30,7688,7688,51424,0,5024
run_035,Foundry_Taiwan_A,Taiwan,Foundry,2020-01-12,10395,10890,1.0,none,29,8251,8251,82856,0,7761
run_035,IDM_USA_B,USA,IDM,2020-01-12,8397,8330,1.0,none,25,8551,8551,43602,0,4436
run_035,OSAT_Malaysia_C,Malaysia,OSAT,2020-01-12,15216,14488,1.0,none,22,4432,4432,109657,0,8926
run_035,Foundry_Germany_D,Germany,Foundry,2020-01-12,8997,9227,1.0,none,26,8142,8142,52509,0,5024
run_035,Foundry_Taiwan_A,Taiwan,Foundry,2020-01-19,10395,10320,1.0,none,32,7948,7948,85228,0,7761
run_035,IDM_USA_B,USA,IDM,2020-01-19,8397,8569,1.0,none,22,9880,9880,42291,0,4436
run_035,OSAT_Malaysia_C,Malaysia,OSAT,2020-01-19,15216,16582,1.0,none,23,5377,5377,120862,0,8926
run_035,Foundry_Germany_D,Germany,Foundry,2020-01-19,8997,8619,1.0,none,27,10314,10314,50814,0,5024
run_035,Foundry_Taiwan_A,Taiwan,Foundry,2020-01-26,10395,10527,1.0,none,33,6336,6336,89419,0,7761
run_035,IDM_USA_B,USA,IDM,2020-01-26,8397,7933,1.0,none,27,8985,8985,41239,0,4436
run_035,OSAT_Malaysia_C,Malaysia,OSAT,2020-01-26,15216,15553,1.0,none,21,5132,5132,131283,0,8926
run_035,Foundry_Germany_D,Germany,Foundry,2020-01-26,8997,8949,1.0,none,32,4753,4753,55010,0,5024
run_035,Foundry_Taiwan_A,Taiwan,Foundry,2020-02-02,10395,10131,1.0,none,32,5149,5149,94401,0,7761
run_035,IDM_USA_B,USA,IDM,2020-02-02,8397,7940,1.0,none,23,4801,4801,44378,0,4436
run_035,OSAT_Malaysia_C,Malaysia,OSAT,2020-02-02,15216,10204,0.666,trade_restrictions (Active),31,5940,5940,135547,0,8926
run_035,Foundry_Germany_D,Germany,Foundry,2020-02-02,8997,8888,1.0,none,28,9347,9347,54551,0,5024
run_035,Foundry_Taiwan_A,Taiwan,Foundry,2020-02-09,10395,10112,1.0,none,32,7862,7862,96651,0,7761
run_035,IDM_USA_B,USA,IDM,2020-02-09,8397,7611,1.0,none,28,9901,9901,42088,0,4436
run_035,OSAT_Malaysia_C,Malaysia,OSAT,2020-02-09,15216,10162,0.666,trade_restrictions (Active),31,6683,6683,139026,0,8926
run_035,Foundry_Germany_D,Germany,Foundry,2020-02-09,8997,8979,1.0,none,32,8612,8612,54918,0,5024
run_035,Foundry_Taiwan_A,Taiwan,Foundry,2020-02-16,10395,10621,1.0,none,31,8341,8341,98931,0,7761
run_035,IDM_USA_B,USA,IDM,2020-02-16,8397,9106,1.0,none,23,5686,5686,45508,0,4436
run_035,OSAT_Malaysia_C,Malaysia,OSAT,2020-02-16,15216,10222,0.666,trade_restrictions (Active),32,9621,9621,139627,0,8926
run_035,Foundry_Germany_D,Germany,Foundry,2020-02-16,8997,8956,1.0,none,28,6324,6324,57550,0,5024
run_035,Foundry_Taiwan_A,Taiwan,Foundry,2020-02-23,10395,10378,1.0,none,31,8943,8943,100366,0,7761
run_035,IDM_USA_B,USA,IDM,2020-02-23,8397,7896,1.0,none,27,7374,7374,46030,0,4436
run_035,OSAT_Malaysia_C,Malaysia,OSAT,2020-02-23,15216,10110,0.666,trade_restrictions (Active),31,9256,9256,140481,0,8926
run_035,Foundry_Germany_D,Germany,Foundry,2020-02-23,8997,8373,1.0,none,28,5223,5223,60700,0,5024
